order_id,product_id,product_title,category,price,quantity,total,status,created_at,date,day_name,hour,month,week
ORD-100019,1013,Tunik Batik,Fashion,175290,1,175290,CANCELLED,2025-12-29T16:55:01.278412,2025-12-29,Monday,16,12,1
ORD-100020,1001,Kemeja Pria Premium,Fashion,118227,1,118227,SHIPPED,2025-12-29T20:49:01.278412,2025-12-29,Monday,20,12,1
ORD-100021,1011,Gamis Anak,Fashion,134238,1,134238,CANCELLED,2025-12-29T15:56:01.278412,2025-12-29,Monday,15,12,1
ORD-100022,1009,Kemeja Slimfit,Fashion,102406,3,307218,COMPLETED,2025-12-29T16:40:01.278412,2025-12-29,Monday,16,12,1
ORD-100023,1017,Blouse Korea,Fashion,91307,1,91307,COMPLETED,2025-12-30T18:49:01.278412,2025-12-30,Tuesday,18,12,1
ORD-100024,1017,Blouse Korea,Fashion,108259,2,216518,COMPLETED,2025-12-30T16:23:01.278412,2025-12-30,Tuesday,16,12,1
ORD-100025,1010,Hoodie Fashion,Fashion,179342,1,179342,COMPLETED,2025-12-30T16:46:01.278412,2025-12-30,Tuesday,16,12,1
ORD-100026,1016,Kaos Distro,Fashion,96839,2,193678,COMPLETED,2025-12-30T16:42:01.278412,2025-12-30,Tuesday,16,12,1
ORD-100027,1016,Kaos Distro,Fashion,72453,2,144906,COMPLETED,2025-12-30T16:13:01.278412,2025-12-30,Tuesday,16,12,1
ORD-100028,1018,Kemeja Flannel,Fashion,164632,2,329264,COMPLETED,2025-12-30T17:42:01.278412,2025-12-30,Tuesday,17,12,1
ORD-100029,1012,Rok Plisket,Fashion,99632,1,99632,COMPLETED,2025-12-30T12:21:01.278412,2025-12-30,Tuesday,12,12,1
ORD-100030,1019,Kemeja Kantor,Fashion,124891,1,124891,COMPLETED,2025-12-31T08:03:01.278412,2025-12-31,Wednesday,8,12,1
ORD-100031,1008,Seragam Kerja,Fashion,109507,1,109507,COMPLETED,2025-12-31T15:17:01.278412,2025-12-31,Wednesday,15,12,1
ORD-100032,1016,Kaos Distro,Fashion,71469,1,71469,COMPLETED,2025-12-31T21:30:01.278412,2025-12-31,Wednesday,21,12,1
ORD-100033,1016,Kaos Distro,Fashion,73212,2,146424,COMPLETED,2026-01-01T12:27:01.278412,2026-01-01,Thursday,12,1,1
ORD-100034,1014,Kebaya Brokat,Fashion,357489,1,357489,CANCELLED,2026-01-01T17:06:01.278412,2026-01-01,Thursday,17,1,1
ORD-100035,1002,Batik Tulis Solo,Fashion,207144,1,207144,COMPLETED,2026-01-01T19:12:01.278412,2026-01-01,Thursday,19,1,1
ORD-100036,1018,Kemeja Flannel,Fashion,149625,1,149625,COMPLETED,2026-01-01T14:59:01.278412,2026-01-01,Thursday,14,1,1
ORD-100037,1003,Gamis Syari,Fashion,217794,1,217794,COMPLETED,2026-01-01T16:34:01.278412,2026-01-01,Thursday,16,1,1
ORD-100038,1001,Kemeja Pria Premium,Fashion,158818,3,476454,COMPLETED,2026-01-01T19:31:01.278412,2026-01-01,Thursday,19,1,1
ORD-100039,1007,Jas Blazer,Fashion,441342,2,882684,COMPLETED,2026-01-02T13:24:01.278412,2026-01-02,Friday,13,1,1
ORD-100040,1009,Kemeja Slimfit,Fashion,103194,2,206388,COMPLETED,2026-01-02T14:46:01.278412,2026-01-02,Friday,14,1,1
ORD-100041,1018,Kemeja Flannel,Fashion,153253,1,153253,COMPLETED,2026-01-02T13:03:01.278412,2026-01-02,Friday,13,1,1
ORD-100042,1019,Kemeja Kantor,Fashion,101682,2,203364,COMPLETED,2026-01-02T14:30:01.278412,2026-01-02,Friday,14,1,1
ORD-100043,1017,Blouse Korea,Fashion,105682,2,211364,COMPLETED,2026-01-02T11:54:01.278412,2026-01-02,Friday,11,1,1
ORD-100044,1006,Celana Jeans,Fashion,139077,1,139077,COMPLETED,2026-01-02T19:56:01.278412,2026-01-02,Friday,19,1,1
ORD-100045,1019,Kemeja Kantor,Fashion,125158,1,125158,COMPLETED,2026-01-02T17:37:01.278412,2026-01-02,Friday,17,1,1
ORD-100046,1019,Kemeja Kantor,Fashion,140127,1,140127,COMPLETED,2026-01-02T13:15:01.278412,2026-01-02,Friday,13,1,1
ORD-100047,1009,Kemeja Slimfit,Fashion,99337,1,99337,COMPLETED,2026-01-02T14:48:01.278412,2026-01-02,Friday,14,1,1
ORD-100048,1003,Gamis Syari,Fashion,200981,1,200981,COMPLETED,2026-01-02T16:34:01.278412,2026-01-02,Friday,16,1,1
ORD-100049,1017,Blouse Korea,Fashion,120963,1,120963,PROCESSED,2026-01-03T20:23:01.278412,2026-01-03,Saturday,20,1,1
ORD-100050,1010,Hoodie Fashion,Fashion,222029,1,222029,COMPLETED,2026-01-03T17:51:01.278412,2026-01-03,Saturday,17,1,1
ORD-100051,1017,Blouse Korea,Fashion,116549,1,116549,COMPLETED,2026-01-03T14:56:01.278412,2026-01-03,Saturday,14,1,1
ORD-100052,1005,Daster Katun,Fashion,81632,1,81632,COMPLETED,2026-01-03T18:18:01.278412,2026-01-03,Saturday,18,1,1
ORD-100053,1020,Daster Kombinasi,Fashion,80897,1,80897,SHIPPED,2026-01-03T17:32:01.278412,2026-01-03,Saturday,17,1,1
ORD-100054,1016,Kaos Distro,Fashion,94744,1,94744,COMPLETED,2026-01-03T11:53:01.278412,2026-01-03,Saturday,11,1,1
ORD-100055,1009,Kemeja Slimfit,Fashion,87840,1,87840,CANCELLED,2026-01-03T12:10:01.278412,2026-01-03,Saturday,12,1,1
ORD-100056,1015,Celana Kulot,Fashion,123173,1,123173,COMPLETED,2026-01-03T08:56:01.278412,2026-01-03,Saturday,8,1,1
ORD-100057,1005,Daster Katun,Fashion,80199,1,80199,COMPLETED,2026-01-03T16:08:01.278412,2026-01-03,Saturday,16,1,1
ORD-100058,1002,Batik Tulis Solo,Fashion,251918,1,251918,SHIPPED,2026-01-03T18:57:01.278412,2026-01-03,Saturday,18,1,1
ORD-100059,1012,Rok Plisket,Fashion,89983,1,89983,SHIPPED,2026-01-03T12:56:01.278412,2026-01-03,Saturday,12,1,1
ORD-100060,1020,Daster Kombinasi,Fashion,99083,2,198166,COMPLETED,2026-01-04T14:51:01.278412,2026-01-04,Sunday,14,1,1
ORD-100061,1006,Celana Jeans,Fashion,136487,2,272974,COMPLETED,2026-01-04T18:59:01.278412,2026-01-04,Sunday,18,1,1
ORD-100062,1014,Kebaya Brokat,Fashion,373687,2,747374,COMPLETED,2026-01-04T19:50:01.278412,2026-01-04,Sunday,19,1,1
ORD-100063,1004,Kebaya Modern,Fashion,228872,1,228872,COMPLETED,2026-01-04T16:58:01.278412,2026-01-04,Sunday,16,1,1
ORD-100064,1015,Celana Kulot,Fashion,141244,1,141244,COMPLETED,2026-01-04T19:42:01.278412,2026-01-04,Sunday,19,1,1
ORD-100065,1007,Jas Blazer,Fashion,354004,1,354004,SHIPPED,2026-01-04T11:22:01.278412,2026-01-04,Sunday,11,1,1
ORD-100066,1017,Blouse Korea,Fashion,122783,1,122783,PROCESSED,2026-01-04T16:07:01.278412,2026-01-04,Sunday,16,1,1
ORD-100067,1009,Kemeja Slimfit,Fashion,109226,1,109226,COMPLETED,2026-01-04T14:27:01.278412,2026-01-04,Sunday,14,1,1
ORD-100068,1012,Rok Plisket,Fashion,92292,2,184584,COMPLETED,2026-01-04T17:24:01.278412,2026-01-04,Sunday,17,1,1
ORD-100069,1019,Kemeja Kantor,Fashion,100953,1,100953,COMPLETED,2026-01-04T15:51:01.278412,2026-01-04,Sunday,15,1,1
ORD-100070,1018,Kemeja Flannel,Fashion,178654,1,178654,COMPLETED,2026-01-04T18:27:01.278412,2026-01-04,Sunday,18,1,1
ORD-100071,1003,Gamis Syari,Fashion,221953,2,443906,COMPLETED,2026-01-04T17:07:01.278412,2026-01-04,Sunday,17,1,1
ORD-100072,1010,Hoodie Fashion,Fashion,210016,1,210016,COMPLETED,2026-01-04T14:35:01.278412,2026-01-04,Sunday,14,1,1
ORD-100073,1005,Daster Katun,Fashion,75788,1,75788,COMPLETED,2026-01-04T15:11:01.278412,2026-01-04,Sunday,15,1,1
ORD-100074,1013,Tunik Batik,Fashion,121521,1,121521,COMPLETED,2026-01-05T14:37:01.278412,2026-01-05,Monday,14,1,2
ORD-100075,1020,Daster Kombinasi,Fashion,84707,1,84707,COMPLETED,2026-01-05T15:30:01.278412,2026-01-05,Monday,15,1,2
ORD-100076,1006,Celana Jeans,Fashion,152027,1,152027,COMPLETED,2026-01-05T17:05:01.278412,2026-01-05,Monday,17,1,2
ORD-100077,1008,Seragam Kerja,Fashion,118782,1,118782,COMPLETED,2026-01-05T13:15:01.278412,2026-01-05,Monday,13,1,2
ORD-100078,1016,Kaos Distro,Fashion,90554,1,90554,PROCESSED,2026-01-05T16:36:01.278412,2026-01-05,Monday,16,1,2
ORD-100079,1007,Jas Blazer,Fashion,368756,2,737512,COMPLETED,2026-01-05T15:44:01.278412,2026-01-05,Monday,15,1,2
ORD-100080,1001,Kemeja Pria Premium,Fashion,155522,2,311044,SHIPPED,2026-01-05T20:14:01.278412,2026-01-05,Monday,20,1,2
ORD-100081,1017,Blouse Korea,Fashion,106681,1,106681,COMPLETED,2026-01-06T20:08:01.278412,2026-01-06,Tuesday,20,1,2
ORD-100082,1015,Celana Kulot,Fashion,148943,1,148943,CANCELLED,2026-01-06T17:57:01.278412,2026-01-06,Tuesday,17,1,2
ORD-100083,1015,Celana Kulot,Fashion,136586,1,136586,SHIPPED,2026-01-06T16:35:01.278412,2026-01-06,Tuesday,16,1,2
ORD-100084,1015,Celana Kulot,Fashion,137708,2,275416,COMPLETED,2026-01-06T16:15:01.278412,2026-01-06,Tuesday,16,1,2
ORD-100085,1009,Kemeja Slimfit,Fashion,94224,2,188448,COMPLETED,2026-01-06T17:04:01.278412,2026-01-06,Tuesday,17,1,2
ORD-100086,1008,Seragam Kerja,Fashion,123346,1,123346,COMPLETED,2026-01-07T16:14:01.278412,2026-01-07,Wednesday,16,1,2
ORD-100087,1013,Tunik Batik,Fashion,159646,1,159646,COMPLETED,2026-01-07T11:34:01.278412,2026-01-07,Wednesday,11,1,2
ORD-100088,1015,Celana Kulot,Fashion,113014,1,113014,PROCESSED,2026-01-07T15:37:01.278412,2026-01-07,Wednesday,15,1,2
ORD-100089,1001,Kemeja Pria Premium,Fashion,150779,2,301558,COMPLETED,2026-01-07T15:22:01.278412,2026-01-07,Wednesday,15,1,2
ORD-100090,1010,Hoodie Fashion,Fashion,223448,2,446896,COMPLETED,2026-01-07T21:47:01.278412,2026-01-07,Wednesday,21,1,2
ORD-100091,1018,Kemeja Flannel,Fashion,176277,2,352554,COMPLETED,2026-01-07T16:31:01.278412,2026-01-07,Wednesday,16,1,2
ORD-100092,1001,Kemeja Pria Premium,Fashion,145943,1,145943,COMPLETED,2026-01-07T18:53:01.278412,2026-01-07,Wednesday,18,1,2
ORD-100093,1005,Daster Katun,Fashion,72387,3,217161,COMPLETED,2026-01-08T20:42:01.278412,2026-01-08,Thursday,20,1,2
ORD-100094,1001,Kemeja Pria Premium,Fashion,133930,1,133930,COMPLETED,2026-01-08T19:16:01.278412,2026-01-08,Thursday,19,1,2
ORD-100095,1013,Tunik Batik,Fashion,146053,1,146053,PROCESSED,2026-01-08T15:17:01.278412,2026-01-08,Thursday,15,1,2
ORD-100096,1014,Kebaya Brokat,Fashion,279828,1,279828,COMPLETED,2026-01-08T09:22:01.278412,2026-01-08,Thursday,9,1,2
ORD-100097,1008,Seragam Kerja,Fashion,145499,1,145499,SHIPPED,2026-01-08T17:15:01.278412,2026-01-08,Thursday,17,1,2
ORD-100098,1007,Jas Blazer,Fashion,401986,2,803972,COMPLETED,2026-01-08T14:07:01.278412,2026-01-08,Thursday,14,1,2
ORD-100099,1019,Kemeja Kantor,Fashion,119461,2,238922,COMPLETED,2026-01-08T14:38:01.278412,2026-01-08,Thursday,14,1,2
ORD-100100,1020,Daster Kombinasi,Fashion,92612,3,277836,COMPLETED,2026-01-08T18:19:01.278412,2026-01-08,Thursday,18,1,2
ORD-100101,1004,Kebaya Modern,Fashion,317888,1,317888,PROCESSED,2026-01-08T16:24:01.278412,2026-01-08,Thursday,16,1,2
ORD-100102,1013,Tunik Batik,Fashion,132209,2,264418,SHIPPED,2026-01-08T16:15:01.278412,2026-01-08,Thursday,16,1,2
ORD-100103,1010,Hoodie Fashion,Fashion,205229,2,410458,CANCELLED,2026-01-09T12:50:01.278412,2026-01-09,Friday,12,1,2
ORD-100104,1002,Batik Tulis Solo,Fashion,214270,1,214270,COMPLETED,2026-01-09T15:21:01.278412,2026-01-09,Friday,15,1,2
ORD-100105,1001,Kemeja Pria Premium,Fashion,153616,2,307232,CANCELLED,2026-01-09T12:40:01.278412,2026-01-09,Friday,12,1,2
ORD-100106,1015,Celana Kulot,Fashion,123532,2,247064,CANCELLED,2026-01-09T18:17:01.278412,2026-01-09,Friday,18,1,2
ORD-100107,1018,Kemeja Flannel,Fashion,152032,2,304064,COMPLETED,2026-01-10T19:20:01.278412,2026-01-10,Saturday,19,1,2
ORD-100108,1008,Seragam Kerja,Fashion,112159,2,224318,COMPLETED,2026-01-10T20:29:01.278412,2026-01-10,Saturday,20,1,2
ORD-100109,1019,Kemeja Kantor,Fashion,115675,1,115675,SHIPPED,2026-01-10T10:11:01.278412,2026-01-10,Saturday,10,1,2
ORD-100110,1016,Kaos Distro,Fashion,91434,1,91434,PROCESSED,2026-01-10T15:44:01.278412,2026-01-10,Saturday,15,1,2
ORD-100111,1009,Kemeja Slimfit,Fashion,94065,1,94065,COMPLETED,2026-01-10T13:26:01.278412,2026-01-10,Saturday,13,1,2
ORD-100112,1016,Kaos Distro,Fashion,74709,1,74709,COMPLETED,2026-01-10T16:28:01.278412,2026-01-10,Saturday,16,1,2
ORD-100113,1001,Kemeja Pria Premium,Fashion,123579,1,123579,COMPLETED,2026-01-10T17:37:01.278412,2026-01-10,Saturday,17,1,2
ORD-100114,1012,Rok Plisket,Fashion,100113,1,100113,COMPLETED,2026-01-10T15:21:01.278412,2026-01-10,Saturday,15,1,2
ORD-100115,1012,Rok Plisket,Fashion,90752,2,181504,COMPLETED,2026-01-10T14:12:01.278412,2026-01-10,Saturday,14,1,2
ORD-100116,1011,Gamis Anak,Fashion,139293,1,139293,COMPLETED,2026-01-10T18:13:01.278412,2026-01-10,Saturday,18,1,2
ORD-100117,1016,Kaos Distro,Fashion,85187,1,85187,COMPLETED,2026-01-10T18:06:01.278412,2026-01-10,Saturday,18,1,2
ORD-100118,1007,Jas Blazer,Fashion,365523,1,365523,COMPLETED,2026-01-10T14:08:01.278412,2026-01-10,Saturday,14,1,2
ORD-100119,1009,Kemeja Slimfit,Fashion,78353,1,78353,PROCESSED,2026-01-10T14:40:01.278412,2026-01-10,Saturday,14,1,2
ORD-100120,1016,Kaos Distro,Fashion,67867,1,67867,COMPLETED,2026-01-10T14:21:01.278412,2026-01-10,Saturday,14,1,2
ORD-100121,1006,Celana Jeans,Fashion,150148,3,450444,COMPLETED,2026-01-10T19:04:01.278412,2026-01-10,Saturday,19,1,2
ORD-100122,1013,Tunik Batik,Fashion,152659,1,152659,COMPLETED,2026-01-10T17:51:01.278412,2026-01-10,Saturday,17,1,2
ORD-100123,1019,Kemeja Kantor,Fashion,102747,2,205494,COMPLETED,2026-01-10T14:26:01.278412,2026-01-10,Saturday,14,1,2
ORD-100124,1020,Daster Kombinasi,Fashion,77241,2,154482,COMPLETED,2026-01-11T16:28:01.278412,2026-01-11,Sunday,16,1,2
ORD-100125,1010,Hoodie Fashion,Fashion,233282,2,466564,COMPLETED,2026-01-11T14:39:01.278412,2026-01-11,Sunday,14,1,2
ORD-100126,1004,Kebaya Modern,Fashion,245778,2,491556,COMPLETED,2026-01-11T13:10:01.278412,2026-01-11,Sunday,13,1,2
ORD-100127,1008,Seragam Kerja,Fashion,111603,1,111603,COMPLETED,2026-01-11T08:38:01.278412,2026-01-11,Sunday,8,1,2
ORD-100128,1016,Kaos Distro,Fashion,74444,1,74444,COMPLETED,2026-01-11T17:29:01.278412,2026-01-11,Sunday,17,1,2
ORD-100129,1003,Gamis Syari,Fashion,222173,1,222173,COMPLETED,2026-01-11T18:42:01.278412,2026-01-11,Sunday,18,1,2
ORD-100130,1007,Jas Blazer,Fashion,391238,1,391238,PROCESSED,2026-01-11T17:52:01.278412,2026-01-11,Sunday,17,1,2
ORD-100131,1005,Daster Katun,Fashion,62813,1,62813,COMPLETED,2026-01-11T14:36:01.278412,2026-01-11,Sunday,14,1,2
ORD-100132,1010,Hoodie Fashion,Fashion,195746,1,195746,COMPLETED,2026-01-11T14:17:01.278412,2026-01-11,Sunday,14,1,2
ORD-100133,1017,Blouse Korea,Fashion,102134,1,102134,PROCESSED,2026-01-11T17:47:01.278412,2026-01-11,Sunday,17,1,2
ORD-100134,1011,Gamis Anak,Fashion,113793,1,113793,COMPLETED,2026-01-11T14:55:01.278412,2026-01-11,Sunday,14,1,2
ORD-100135,1019,Kemeja Kantor,Fashion,99912,1,99912,SHIPPED,2026-01-11T18:36:01.278412,2026-01-11,Sunday,18,1,2
ORD-100136,1002,Batik Tulis Solo,Fashion,194015,2,388030,COMPLETED,2026-01-11T16:17:01.278412,2026-01-11,Sunday,16,1,2
ORD-100137,1006,Celana Jeans,Fashion,161153,3,483459,CANCELLED,2026-01-11T19:30:01.278412,2026-01-11,Sunday,19,1,2
ORD-100138,1012,Rok Plisket,Fashion,92558,1,92558,COMPLETED,2026-01-11T12:26:01.278412,2026-01-11,Sunday,12,1,2
ORD-100139,1016,Kaos Distro,Fashion,95855,1,95855,COMPLETED,2026-01-11T19:29:01.278412,2026-01-11,Sunday,19,1,2
ORD-100140,1003,Gamis Syari,Fashion,180129,1,180129,COMPLETED,2026-01-11T21:32:01.278412,2026-01-11,Sunday,21,1,2
ORD-100141,1018,Kemeja Flannel,Fashion,129035,1,129035,COMPLETED,2026-01-12T16:31:01.278412,2026-01-12,Monday,16,1,3
ORD-100142,1015,Celana Kulot,Fashion,112863,2,225726,PROCESSED,2026-01-12T16:28:01.278412,2026-01-12,Monday,16,1,3
ORD-100143,1016,Kaos Distro,Fashion,96694,1,96694,COMPLETED,2026-01-12T17:10:01.278412,2026-01-12,Monday,17,1,3
ORD-100144,1018,Kemeja Flannel,Fashion,148847,1,148847,SHIPPED,2026-01-13T14:07:01.278412,2026-01-13,Tuesday,14,1,3
ORD-100145,1015,Celana Kulot,Fashion,133294,2,266588,PROCESSED,2026-01-13T13:18:01.278412,2026-01-13,Tuesday,13,1,3
ORD-100146,1017,Blouse Korea,Fashion,101288,2,202576,COMPLETED,2026-01-13T16:29:01.278412,2026-01-13,Tuesday,16,1,3
ORD-100147,1018,Kemeja Flannel,Fashion,136674,1,136674,COMPLETED,2026-01-13T17:08:01.278412,2026-01-13,Tuesday,17,1,3
ORD-100148,1003,Gamis Syari,Fashion,212800,1,212800,PROCESSED,2026-01-13T15:32:01.278412,2026-01-13,Tuesday,15,1,3
ORD-100149,1009,Kemeja Slimfit,Fashion,86116,2,172232,COMPLETED,2026-01-13T14:42:01.278412,2026-01-13,Tuesday,14,1,3
ORD-100150,1016,Kaos Distro,Fashion,80896,2,161792,COMPLETED,2026-01-13T16:48:01.278412,2026-01-13,Tuesday,16,1,3
ORD-100151,1015,Celana Kulot,Fashion,143501,2,287002,COMPLETED,2026-01-14T22:24:01.278412,2026-01-14,Wednesday,22,1,3
ORD-100152,1008,Seragam Kerja,Fashion,127717,2,255434,COMPLETED,2026-01-14T14:58:01.278412,2026-01-14,Wednesday,14,1,3
ORD-100153,1013,Tunik Batik,Fashion,157339,1,157339,CANCELLED,2026-01-14T19:31:01.278412,2026-01-14,Wednesday,19,1,3
ORD-100154,1002,Batik Tulis Solo,Fashion,257228,1,257228,COMPLETED,2026-01-14T15:54:01.278412,2026-01-14,Wednesday,15,1,3
ORD-100155,1015,Celana Kulot,Fashion,145380,1,145380,COMPLETED,2026-01-14T09:55:01.278412,2026-01-14,Wednesday,9,1,3
ORD-100156,1005,Daster Katun,Fashion,78819,1,78819,COMPLETED,2026-01-14T14:25:01.278412,2026-01-14,Wednesday,14,1,3
ORD-100157,1003,Gamis Syari,Fashion,217163,2,434326,COMPLETED,2026-01-14T19:20:01.278412,2026-01-14,Wednesday,19,1,3
ORD-100158,1016,Kaos Distro,Fashion,68576,2,137152,COMPLETED,2026-01-14T11:58:01.278412,2026-01-14,Wednesday,11,1,3
ORD-100159,1010,Hoodie Fashion,Fashion,215767,3,647301,COMPLETED,2026-01-14T15:40:01.278412,2026-01-14,Wednesday,15,1,3
ORD-100160,1015,Celana Kulot,Fashion,117275,1,117275,COMPLETED,2026-01-15T10:03:01.278412,2026-01-15,Thursday,10,1,3
ORD-100161,1010,Hoodie Fashion,Fashion,193009,1,193009,COMPLETED,2026-01-15T14:43:01.278412,2026-01-15,Thursday,14,1,3
ORD-100162,1006,Celana Jeans,Fashion,139738,1,139738,COMPLETED,2026-01-15T19:15:01.278412,2026-01-15,Thursday,19,1,3
ORD-100163,1016,Kaos Distro,Fashion,71793,2,143586,COMPLETED,2026-01-15T16:16:01.278412,2026-01-15,Thursday,16,1,3
ORD-100164,1015,Celana Kulot,Fashion,134670,2,269340,COMPLETED,2026-01-16T13:22:01.278412,2026-01-16,Friday,13,1,3
ORD-100165,1019,Kemeja Kantor,Fashion,141329,1,141329,COMPLETED,2026-01-16T17:19:01.278412,2026-01-16,Friday,17,1,3
ORD-100166,1007,Jas Blazer,Fashion,434466,3,1303398,COMPLETED,2026-01-16T12:22:01.278412,2026-01-16,Friday,12,1,3
ORD-100167,1010,Hoodie Fashion,Fashion,183256,3,549768,COMPLETED,2026-01-17T22:17:01.278412,2026-01-17,Saturday,22,1,3
ORD-100168,1001,Kemeja Pria Premium,Fashion,146789,1,146789,COMPLETED,2026-01-17T18:38:01.278412,2026-01-17,Saturday,18,1,3
ORD-100169,1016,Kaos Distro,Fashion,94588,2,189176,COMPLETED,2026-01-17T18:51:01.278412,2026-01-17,Saturday,18,1,3
ORD-100170,1012,Rok Plisket,Fashion,87844,1,87844,SHIPPED,2026-01-17T14:49:01.278412,2026-01-17,Saturday,14,1,3
ORD-100171,1005,Daster Katun,Fashion,81988,1,81988,COMPLETED,2026-01-17T17:28:01.278412,2026-01-17,Saturday,17,1,3
ORD-100172,1002,Batik Tulis Solo,Fashion,238588,1,238588,COMPLETED,2026-01-17T12:47:01.278412,2026-01-17,Saturday,12,1,3
ORD-100173,1014,Kebaya Brokat,Fashion,285859,1,285859,CANCELLED,2026-01-17T16:33:01.278412,2026-01-17,Saturday,16,1,3
ORD-100174,1017,Blouse Korea,Fashion,117057,2,234114,SHIPPED,2026-01-17T14:30:01.278412,2026-01-17,Saturday,14,1,3
ORD-100175,1010,Hoodie Fashion,Fashion,186387,2,372774,CANCELLED,2026-01-17T12:09:01.278412,2026-01-17,Saturday,12,1,3
ORD-100176,1008,Seragam Kerja,Fashion,142762,2,285524,CANCELLED,2026-01-17T22:51:01.278412,2026-01-17,Saturday,22,1,3
ORD-100177,1018,Kemeja Flannel,Fashion,170278,1,170278,COMPLETED,2026-01-17T08:29:01.278412,2026-01-17,Saturday,8,1,3
ORD-100178,1012,Rok Plisket,Fashion,105204,1,105204,SHIPPED,2026-01-17T16:23:01.278412,2026-01-17,Saturday,16,1,3
ORD-100179,1004,Kebaya Modern,Fashion,272147,1,272147,PROCESSED,2026-01-17T17:20:01.278412,2026-01-17,Saturday,17,1,3
ORD-100180,1020,Daster Kombinasi,Fashion,72172,1,72172,PROCESSED,2026-01-17T19:19:01.278412,2026-01-17,Saturday,19,1,3
ORD-100181,1014,Kebaya Brokat,Fashion,275441,1,275441,CANCELLED,2026-01-17T10:07:01.278412,2026-01-17,Saturday,10,1,3
ORD-100182,1004,Kebaya Modern,Fashion,278754,1,278754,COMPLETED,2026-01-17T15:47:01.278412,2026-01-17,Saturday,15,1,3
ORD-100183,1018,Kemeja Flannel,Fashion,167567,1,167567,COMPLETED,2026-01-17T13:06:01.278412,2026-01-17,Saturday,13,1,3
ORD-100184,1020,Daster Kombinasi,Fashion,99887,1,99887,COMPLETED,2026-01-18T10:28:01.278412,2026-01-18,Sunday,10,1,3
ORD-100185,1015,Celana Kulot,Fashion,142850,3,428550,COMPLETED,2026-01-18T12:34:01.278412,2026-01-18,Sunday,12,1,3
ORD-100186,1012,Rok Plisket,Fashion,90931,1,90931,PROCESSED,2026-01-18T21:52:01.278412,2026-01-18,Sunday,21,1,3
ORD-100187,1015,Celana Kulot,Fashion,113256,1,113256,CANCELLED,2026-01-18T17:03:01.278412,2026-01-18,Sunday,17,1,3
ORD-100188,1011,Gamis Anak,Fashion,118796,1,118796,COMPLETED,2026-01-18T16:48:01.278412,2026-01-18,Sunday,16,1,3
ORD-100189,1018,Kemeja Flannel,Fashion,138093,1,138093,COMPLETED,2026-01-18T19:09:01.278412,2026-01-18,Sunday,19,1,3
ORD-100190,1020,Daster Kombinasi,Fashion,96982,1,96982,COMPLETED,2026-01-18T13:16:01.278412,2026-01-18,Sunday,13,1,3
